Descricao;Preco;;
DALLAS MAÇO CLASSIC AZUL;5,25;1.320,80;78934009
DALLAS MAÇO CLASSIC VERMELHO;5,25;60,00;78933996
DERBY MAÇO AZUL;6,25;5,00;78930001
DESOD AERO BOZZANO ENERGY 150ML;8,40;3,00;7891350032734
DESOD AERO BOZZANO EXTREME 150ML;8,40;4,00;7891350032857
DESOD AERO GILLETE X DRY 150 ML;13,95;2,00;7506309861760
DESOD AERO GILLETTE SPORT 150ML;13,95;1,00;7506309867724
DESOD AERO GILLETTE ULTIMATE FRESH 150ML;13,95;1,00;7506309867717
DESOD AERO MONANGE EXT DE OLIVA 150ML;8,40;15,00;7896094906815
DESOD AERO MONANGE FLOR DE LAVANDA 150ML;8,40;14,00;7896094906778
DESOD AERO MONANGE FRUTAS VERMELHAS 150ML;8,40;8,00;7896094906785
DESOD AERO NIVEA MASC FRESH ACTIVE 150ML;11,50;1,00;7791969016005
DESOD AERO NIVEA MASC SPORT 150ML;11,50;1,00;4005900071330
DESOD AERO OXYCLEAR MASC ADVENTURE 175ML;10,48;2,00;7897087990019
DESOD ROLL-ON SUAVE JASMIM/COSCO 50ML;5,60;1,00;75054434
DESOD SPRAY AVANÇO ORIGINAL 85ML;3,60;12,00;7896094907713
DESOD TRES MARCHAND CLASSIC 100ML;4,65;11,00;7896094907546
DESOD. ROLL-ON HEDERA MASC EXTREME 55G;5,65;8,00;7898556123228
DUNHILL CARLTON BOX AZUL;8,25;27,00;78927780
DUNHILL CARLTON BOX BRANCO;8,25;525,00;78927773
DUNHILL CARLTON BOX BRANCO blend;8,25;18,00;78935761
ENERGETICO BLACK BIRD 260ML;2,75;6,00;7898300750076
ENERGETICO BURN 260ML;4,98;13,00;7894900401103
ENERGETICO RED BULL C/4UN 250ML CD;7,95;4,00;9002490100490
ESCOVA DENTAL COLGATE ESSENCIAL CLEAN MACIA;3,90;12,00;7891024024386
ESPUMA DE BARBEAR SPREY HEDERA 200ML;13,58;5,00;7898556123624
ESPUMA DE BARBEAR SPREY HEDERA REFRESCANTE 200ML;13,95;3,00;7898556123617
ETIQUETA P/BALANÇA TERMO 40X40 18MT;9,66;6,00;333
FANTA LARANJA LT 250ML;1,60;10,00;7894900031201
FANTA LARANJA LT 350ML;2,09;42,00;7894900030013
FANTA LARANJA PET 2L;4,79;221,00;7894900031515
FANTA LARANJA PET 3L;5,20;3,00;7894900031706
FANTA LARANJA ZERO 2L;4,48;2,00;7894900151510
FANTA UVA PET 2L;4,79;87,00;7894900051513
FREE BOX AZUL;7,75;46,00;78930049
FREE BOX TASTE AZUL;7,75;8,00;78932951
FREE BOX TASTE CINZA;7,75;9,00;78932968
FREE BOX TASTE+FILTER AZUL;7,75;44,00;78934559
FREE BOX TASTE+FILTER CINZA;7,75;45,00;78934566
FREE MAÇO AZUL;7,50;139,00;78930070
FREE MAÇO TASTE VERMELHO;7,50;2,00;78932975
FREE MAÇO TASTE+FILTER AZUL;7,50;284,00;78934580
FREE MAÇO TASTE+FILTER VERMELHO;7,50;273,00;78934573
FREE MAÇO VERMELHO;7,50;126,00;78930063
FRUKI CITRUS LT 350ML;2,20;4,00;7896436101380
FRUKI CITRUS PET 1,5ML;3,90;5,00;7896436101403
FRUKI GFA GUARANA 600ML;1,89;43,00;7896436100086
FRUKI LT COLA 350ML;1,69;25,00;7896436100260
FRUKI LT GUARANA 350ML;1,69;762,00;7896436100222
FRUKI LT GUARANA LIGHT 350ML;1,59;33,00;7896436100277
FRUKI LT LARANJA 350ML;1,69;19,00;7896436100246
FRUKI LT LIMAO 350ML;1,69;6,00;7896436100239
FRUKI PET COLA 2L;4,25;1.086,00;7896436100161
FRUKI PET GUARANA 1,5L;3,69;14,00;7896436101427
FRUKI PET GUARANA 2L;4,25;2.183,00;7896436100062
FRUKI PET GUARANA 600ML;2,85;91,00;7896436100178
FRUKI PET GUARANA LIGHT 2L;4,25;58,00;7896436100383
FRUKI PET LARANJA 2L;4,25;231,00;7896436100123
FRUKI PET LARANJA 600ML;0,00;10,00;7896436100543
FRUKI PET LIMAO 2L;4,25;294,00;7896436100079
FRUKI PET LIMAO 600ML;2,85;22,00;7896436101052
FRUKI PET UVA 2L;4,25;48,00;7896436100192
FRUKITO F.VERMELHAS 2L;4,99;7,00;7896436101014
FRUKITO F.VERMELHAS 500ML;2,85;18,00;7896436101038
FRUKITO PET FRUTAS CITRICAS 2L;4,99;151,00;7896436100727
FRUKITO PET FRUTAS CITRICAS 500ML;2,85;547,00;7896436100741
FRUKITO PET UVA 500ML;0,00;3,00;7896436101281
GARRAFA TERMICA CHIMARRITA MENTA 1L;29,98;10,00;7891023078007
GARRAFA TERMICA CHIMARRITA PRETA 1L;29,98;4,00;7891023544434
GEL ASSADURAS BABY 35G;14,90;2,00;7890310160470
HIGIPORO DAVENE ACNE 120ML;11,45;2,00;7898085945780
HIGIPORO DAVENE MISTA/OLEOSA 120ML;12,96;5,00;7898085945797
HIGIPORO DAVENE NORMAL/SECA 120ML;11,45;4,00;7898085945803
HILTON AUTHENTIC MAÇO LONGO;7,00;64,00;78934450
HILTON MAÇO LONGO;7,00;28,00;78926622
HOLLYWOOD BOX MENTA;7,25;268,00;78934504
HOLLYWOOD BOX VERMELHO DELETAR;7,25;114,00;78931688
HOLLYWOOD MAÇO AZUL;7,25;174,00;78930100
HOLLYWOOD MAÇO MINT;7,25;150,00;78927728
HOLLYWOOD MAÇO VERMELHO;7,25;259,00;78934283
ICE WALESA LIMAO 275ML;3,15;10,00;7896044700012
INOVE I9 TANGERINA 500ML;3,45;88,00;7894900123562
ISQUEIRO CRICKET MINI UN;3,00;8,00;7896280835196
ISQUEIRO CRICKET ORIGINAL UN;3,80;8,00;7896280835165
K9 MAÇO AZUL;4,00;13,00;78935273
KAISER GARRAFA 600ML;3,95;508,00;78904644
KAISER LATAO 473 ML;2,49;2.878,00;7896045503414
KAISER LONG NECK C/6UN 250ML;8,46;22,00;7896045503827
KAISER RADLER TANGERINA LT 269ML;1,80;1,00;7896045505173
KAPO UVA 200ML;1,76;281,00;7894900593709
KARINA HAIR SPRAY CRYSTAL F.FORTE 18H 250ML;16,98;1,00;7897664169302
KARINA HAIR SPRAY CRYSTAL F.FORTE 18H 400ML;19,90;2,00;7897664169319
KARINA HAIR SPRAY F.FORTE 400ML;18,90;1,00;7893300521169
KARINA HAIR SPRAY NORMAL 400ML;19,85;5,00;7893300521084
KIT BABY DISNEY SH/HID/CON 120+60ML;28,85;1,00;7890310161477
KIT ELSEVE SH +COND ARGININA RESIST X3 200ML;19,40;3,00;7899026475823
KIT ELSEVE SH+COND Q.LISO RECONSTITUINTE 200ML;19,40;2,00;7898587766111
KIT ELSEVE SH+COND REP TOTAL 5;19,40;46,00;7899026475762
KIT ELSEVE SH+COND.OLEO EXTR.200ML;19,40;7,00;7899706113380
KIT ELSEVE SH+COND.REP.TOTAL 5 REEST. 200ML;19,40;8,00;7898587776646
KIT MARIE SH/COND/CR 150+120ML;28,85;2,00;7890310161231
KIT PROTETOR CENOURA & BRONZE 200ML/50G;49,60;7,00;7896094912557
KIT VODKA WALESA 950ML;15,80;4,00;1789604470062
KUAT GUARANA LT 250ML;1,60;33,00;7894900911206
KUAT GUARANA PET 3L;4,48;3,00;7894900911701
L&M BOX ACTIVATE;7,25;31,00;78934122
L&M BOX AZUL;7,25;409,40;78931329
L&M BOX AZUL LONGO;7,25;35,00;78934726
L&M BOX BLACK ICE;7,25;32,10;78936560
L&M BOX CINZA (SILVER);7,25;375,00;78932371
L&M BOX MENTHOL;7,25;79,00;78932340
L&M BOX VERMELHO;7,25;392,00;78932364
L&M MAÇO ACTIVATE;7,25;63,00;78930445
L&M MAÇO KRETEK;7,25;76,00;78928251
L&M MENTHOL;7,25;6,00;78920965
LEITE DE COLONIA F.FANTASTIC ROSA 100ML;3,65;10,00;7896094924659
LEITE DE COLONIA TRADICIONAL 100ML;3,65;26,00;7896094924611
LEITE ELEGE ZERO LACTOSE 1L;3,85;8,00;7896079549402
LIGHT POO ELSEVE OLEO EXT.400ML;41,95;1,00;7899706135269
LIGHT POO ELSEVE QUERA LISO 400ML;41,95;1,00;7899706135245
LIXA PES HEDERA ANATOMICA PLASTICA REF 1220;4,90;4,00;7898556124263
LUCKY STRIKE BOX DOUBLE CLICK;7,75;8,00;78932753
LUCKY STRIKE BOX PRETO;7,25;107,00;78927612
LUCKY STRIKE BOX READ;7,75;1,00;78931657
LUXOR MAÇO LONGO;7,00;655,00;78904446
MADRID BOX BLUE;4,00;47,00;78935327
MANTEIGA DE CACAU HEDERA UN;2,00;91,00;7898157492501
MANTEIGA DE CACAU VANI FRANCE LIQUIDA 6ML;3,50;21,00;7898183730028
MARLBORO BOX BLUE ICE;8,25;37,00;78900066
MARLBORO BOX BRANCO;8,25;126,00;78900134
MARLBORO BOX DOUBLE BURST MENTOL;8,75;2,00;78935648
MARLBORO BOX DOUBLE MIX;8,75;5,00;78937352
MARLBORO BOX FILTER PLUS;8,25;614,00;78923560
MARLBORO BOX VERMELHO;8,25;51,00;78903418
MARLBORO MAÇO BLUE ICE;7,50;756,00;78932517
MARLBORO MAÇO BRANCO;7,50;379,00;78900073
MARLBORO MAÇO VERVELHO;7,50;95,00;78922594
MARTINI BRANCO 995ML;22,95;8,00;7891125160426
MARTINI ROSATO 995ML;22,95;2,00;7891125160440
MASCARA CILIOS MAY BELLINE VOL ESPRESS;35,70;1,00;7899026456082
MASCARA DRAMA MARROM;40,50;1,00;041554429695
MINISTER SPECIAL BOX;5,25;111,00;78934382
MINISTER SPECIAL BRANCO MAÇO;5,25;157,00;78934313
MORTADELA EXCELSIOR S/TOUCINHO KG;7,90;423,42;000012
MORTADELA SADIA DEFUMADA 200G;4,40;10,00;7891515431587
NINHO DE ABELHA;25,00;115,82;000115
PALACE LONGO;6,50;3,06;78901001
PALINETES ISABABY C/75UN;1,90;22,00;7898947389950
POS SOL SERGIO PARIS GEL COM ALOE VERA 250G;7,80;6,00;7896298105304
POWERADE PET MIX DE FRUTAS 500ML;3,89;13,00;7894900504002
PRATO DESCARTAVEL BRANCO DU DIGO 21CM;1,81;12,00;7898904062186
PROT SOLAR LOREAL FACIAL C/COR FPS 70;68,94;1,00;7899706137386
PROTETOR SERGIO PARIS FPS30 130G;23,50;5,00;7896298105113
PROTETOR SERGIO PARIS FPS50 130G;35,50;2,00;7896298105151
REFRIGERANTE PEPSI COLA 2L;3,69;49,00;7892840800000
REFRIGERANTE PEPSI GFA 1L;1,75;33,00;7892840813031
REFRIGERANTE TROPHY COLA 2L;2,98;6,00;7898373241594
REFRIGERANTE TROPHY GUARANA 2L;2,98;81,00;7898373241587
REFRIGERANTE TROPHY LARANJA 2L;2,98;3,00;7898373241600
REFRIGERANTE TROPHY LIMAO 2L;2,98;4,00;7898373241617
REFRIGERANTE TROPHY PET UVA 2L;4,95;103,00;7898373241624
REPELENTE AERO HERAPROTEC HEDERA 200ML;15,80;10,00;7898556123976
REPELEX AERO FAMILY 200ML;18,25;3,00;7891035620003
REPELEX KIDS GEL 120G;18,25;3,00;7891035622205
REPELEX SPRAY FAMILY 100ML;11,90;6,00;78902312
SACO DE LIXO ECONOMICO 30L;2,99;6,00;7898951203020
SACO PRESENTE CASUAL SORTIDO 30CMX45;0,80;80,00;7896647041895
SACOLA AMARELA LIPLAST 38 X48  3KG;38,74;2,00;7898117693627
SACOLA AMARELA LIPLAST 47 X 57CM 5,500KG;57,07;2,00;7898117694464
SACOLA AMARELA QUALITY 38X48 3KG;63,90;2,00;7898953502558
SACOLA AMARELA QUALITY 50X60 4KG;57,78;1,00;7898953502572
SACOLA AMARELA REC UNIAO 48X58 4KG;58,34;2,00;414
SACOLA BCA CARTAPLAST 30X40  C/1000UN;34,86;3,00;7898310641005
SACOLA BCA CARTAPLAST LESS 38X48 C/1.000;54,47;1,00;934
SB ESPUMA HEDERA MORANGO CHAMPAGNE 290ML;5,60;1,00;7898556121163
SCHWEPPES CITRUS PET 1,5L;4,69;14,00;7894900321753
SH ANTICASPA FRUCTIS NORMAL 2/1 200ML;6,90;6,00;7899026463677
SH ANTICASPA FRUCTIS NORNAIS 200ML;6,90;3,00;7899026463714
SH DAVENE BEBE VIDA SUAVE 200ML;7,80;2,00;7898085947081
SH DELETAR 350ML;3,98;24,00;7896363304649
SH ELSEVE CITRUS 200ML;9,90;4,00;7899026460447
SH ELSEVE HYDRA DETOX ANTI OLEOSIDADE 200ML;9,90;12,00;7899706133371
SH ELSEVE REP.TOTAL EX.PROFUNDA 200ML;9,90;1,00;7898587764889
SH ELSEVE SUPREME CONTROL 4D 200ML;9,90;1,00;7899706117715
SH FRUCTIS FRESCOR VITAMINADO 200ML;5,90;8,00;7898587760485
SH FRUCTIS NUTRICAO VITAMINADA 200 ML;5,90;3,00;7898587760584
SH FRUCTIS REIDRATAÇAO 72H 200 ML;5,90;2,00;7899026464339
SH FRUCTIS STOP QUEDA 200ML,;5,90;2,00;7899026464278
SH HEDERA BABOSA 350ML;4,98;8,00;7898556120371
SH HEDERA CERAMIDAS 350ML;4,98;7,00;7898556120395
SH HEDERA LAMA NEGRA 350ML;4,98;2,00;7898556120401
SH HEDERA NEUTRO  350ML;4,98;1,00;7898556120425
SH MONANGE EXTRA PERFUME 350ML;4,99;2,00;7896094999121
SH MONANGE PREVENÇAO A QUEDA 350ML;4,99;3,00;7896094905436
SH MONANGE RECONSTRUTOR 350ML;4,99;1,00;7896094999145
SH MONICA EXTRA SUAVE 200ML;8,99;2,00;7896018700307
SH PANTENE BRILHO EXTREMO 200ML;10,60;6,00;7501007457789
SH PANTENE HIDRATAÇAO 200ML;10,60;10,00;7501007413914
SH PANTENE LISO EXTREMO 200ML;10,60;7,00;7501001164669
SH PANTENE RESTAURAÇAO 200ML;10,60;9,00;7501006721119
SH SANOL DOG NEUTRO 500ML;11,96;5,00;7896183300845
SH SEDA B. MOVIMENTO 325ML;6,97;3,00;7891150042773
SH SEDA BOMBA DE NUTRIÇAO 325ML;6,97;3,00;7891150049628
SH SEDA CERAMIDAS 325ML;6,97;5,00;7891150037397
SH SEDA CERAMIDAS 350ML;0,00;6,00;7891037145955
SH SEDA F.ANTIQUEBRA 325ML;6,97;3,00;7891150037588
SH SEDA F.ANTIQUEBRA 350ML;0,00;8,00;7891150034389
SH SEDA H.LEVEZA 325ML;6,97;2,00;7891150043213
SH SEDA HIDRATAÇAO 350ML;0,00;5,00;7891150034372
SH SEDA LISO PERFEITO 325ML;6,97;3,00;7891150037519
SH SEDA LISO PERFEITO 350ML;0,00;1,00;7891037010017
SH SEDA P.REFRESCANTE OLEOSOS 325ML;6,97;1,00;7891150037564
SH SEDA P.REFRESCANTE OLEOSOS 350ML;0,00;5,00;7891037009578
SH SUAVE NORMAL 325ML;4,48;3,00;7891150042261
SH SUAVE SECO 325ML;4,48;3,00;7891150042278
SH SUAVE TODOS TIPO 325ML;4,48;2,00;7891150042285
SH VAVAU DOG FILHOTES 500ML;11,45;5,00;7898360962563
SH VAVAU DOG NEUTRO 500ML;9,80;3,00;7898360962556
SH VAVAU DOG PELOS CLAROS 500ML;9,80;2,00;7898360962587
SH WEVER KIDS TEEN MENINAS CAB. LISOS 250ML;7,80;2,00;7897455501526
SH WEVER KIDS TEEN MENINOS CAB. LISOS 250ML;7,80;3,00;7897455505036
SHELTON BOX  LONGO;7,00;727,00;78931428
SHELTON BOX CURTO;7,00;1.065,00;78931343
SMIRNOFF ICE STORM 269ML;4,75;3,00;7893218003436
SORVETE GEMELLI SUNDAE CHOCOLATE 90G;3,75;9,00;7896101972110
SPRAY KARINA STYLIST 500ML 3/1;19,80;5,00;7897664169326
SPRITE LT 250ML;1,60;32,00;7894900061208
SPRITE LT 350ML;2,09;26,00;7894900060010
SPRITE PET 2L;4,79;526,00;7894900061512
SPRITE ZERO 2L;4,79;12,00;7894900071511
SUCO DEL VALLE LT PESSEGO 335ML;2,49;21,00;7898341430258
SUCO DEL VALLE LT UVA 335ML;2,49;24,00;7898341430838
SUCO SKINKA PET CITRICAS 450ML;2,47;55,00;7896052601516
SUCO TROPHY PET F.CITRICAS 2L;4,95;9,00;7898373242423
TALCO HEDERA CORPORAL LAVANDA 100G;6,90;2,00;7898556122689
TALCO HEDERA P/PES FRESH 100G;5,90;3,00;7898556120746
TALCO HEDERA P/PES TRAD 100G;5,90;2,00;7898556120760
TINTURA DE CABELO BEAUTY COLOR LOURO CLARO 8.0;15,90;1,00;7896509955285
TINTURA DE CABELO BEAUTY COLOR LOURO ESCURO 6,0;15,90;1,00;7896509955100
TRIDENT FRESH HERBAL 8G;1,75;29,00;7895800308738
VINHO DON MARKO TINTO SUAVE 900ML;9,51;8,00;7896513078680
WINSTON BOX BLUE;5,00;319,00;42138167
WINSTON BOX CLASSIC;5,00;35,01;42138136
WINSTON BOX EXOTIC MENTA;5,50;5,00;4033100081347
XAROPE TED FRAMBOESA 870ML;6,30;43,00;7897736403976
XAROPE TED GROSELHA 870ML;6,25;5,00;7897736403983
XAROPE TED LIMAO 870ML;6,30;6,00;7897736403952
SUCO PO CLIGHT ABACAXI C/HORTELA 8G;1,35;5,00;7622300505714
SUCO PO CLIGHT LARANJA 7G;1,35;104,00;7622300506971
SUCO PO CLIGHT LIMA LIMAO 9G;1,35;11,00;7622300505820
SUCO PO CLIGHT MARACUJA 9G;1,35;39,00;7622300506995
SUCO PO CLIGHT UVA 9G;1,35;8,00;7622300507152
SUCO PO FIT LARANJA 10G;1,00;27,00;7891132000999
SUCO PO FIT LIMAO 10G;1,00;29,00;7891132001071
SUCO PO FIT UVA 10G;1,00;22,00;7891132001330
SUCO PO FRUTAU ABACAXI 250G 10L;4,25;11,00;7896180783511
SUCO PO FRUTAU LARANJA 250G 10L;4,25;22,00;7896180782972
SUCO PO FRUTAU LARANJA 25G;0,65;137,00;7896180782736
SUCO PO FRUTAU LIMAO 250G 10L;4,25;11,00;7896180782989
SUCO PO FRUTAU UVA 250G 10L;4,25;17,00;7896180783009
SUCO PO FRUTAU UVA 25G;0,65;14,00;7896180782804
SUCO PO MID ABACAXI 25G;0,89;931,00;7891132005895
SUCO PO MID GOIABA 25G;0,89;35,00;7891132005918
SUCO PO MID GUARANA/LARANJA 25G;0,89;339,00;7891132003006
SUCO PO MID JABUTICABA 25G;0,89;40,00;7891132005949
SUCO PO MID LARANJA 25G;0,89;1.686,00;7891132005956
SUCO PO MID LARANJA/ABACAXI 25G;0,89;40,00;7891132005963
SUCO PO MID LARANJA/ACEROLA 25G;0,89;40,00;7891132005970
SUCO PO MID LIMAO 25G;0,89;911,00;7891132005987
SUCO PO MID MANGA 25G;0,75;56,00;7891132005994
SUCO PO MID MARACUJA 25G;0,89;399,00;7891132006007
SUCO PO MID MORANGO 25G;0,75;30,00;7891132006014
SUCO PO MID PESSEGO 25G;0,75;56,00;7891132006038
SUCO PO MID TANGERINA 25G;0,75;46,00;7891132006045
SUCO PO MID UVA 25G;0,89;973,00;7891132006052
SUCO PO SUKAO ABACAXI 5L;2,80;4,00;7896414600621
SUCO PO SUKAO UVA 5L;2,80;5,00;7896414600638
SUCO PO SUKE SUMMER ABACAXI 175G;2,15;12,00;7896706302882
SUCO PO SUKE SUMMER LARANJA 175G;2,15;8,00;7896706302899
SUCO PO SUKE SUMMER LIMAO 175G;2,15;11,00;7896706302967
SUCO PO SUKE SUMMER MANGA 175G;2,15;1,00;7896706302912
SUCO PO SUKE SUMMER PESSEGO 5L;2,15;5,00;7896706302974
SUCO PO SUKE SUMMER SAL.DE FRUTAS 175G;2,15;6,00;7896706302950
SUCO PO SUKE SUMMER UVA 175G;2,15;8,00;7896706302929
SUCO PO TANG ABACAXI 30G;1,20;585,00;7622300390907
SUCO PO TANG CHA PRETO +LIMAO 25G;1,20;28,00;7622300867577
SUCO PO TANG GOIABA 30G;1,20;27,00;7622300391324
SUCO PO TANG GUARANA 25G;1,20;89,00;7622300820770
SUCO PO TANG LARANJA +CHA PRETO/LIMAO 25+5G;1,20;4,00;7622300875183
SUCO PO TANG LARANJA 30G;1,20;1.123,00;7622300391461
SUCO PO TANG LARANJA E MAMAO 30G;1,20;457,00;7622300392031
SUCO PO TANG LIMAO 30G;1,20;497,00;7622300391553
SUCO PO TANG MANGA 30G;1,20;62,00;7622300391645
SUCO PO TANG MARACUJA 30G;1,20;294,00;7622300391713
SUCO PO TANG MELANCIA 30G;1,20;22,00;7622300391737
SUCO PO TANG MORANGO 30G;1,20;259,00;7622300391768
SUCO PO TANG NUTRI FRUTAS CITRICAS 25G;1,20;81,00;7622300851156
SUCO PO TANG NUTRI FRUTAS VERMELHAS 25G;1,20;71,00;7622300830229
SUCO PO TANG PESSEGO 30G;1,20;225,00;7622300391850
SUCO PO TANG TANGERINA 30G;1,20;136,00;7622300391898
SUCO PO TANG UVA 30G;1,20;612,00;7622300391942
SUCO PO YOKI ZERO LARANJA 8G;0,80;7,00;7891095004805
SUCO PO YOKI ZERO MARACUJA 8G;0,80;9,00;7891095004829
SUCO PO YOKI ZERO TANGERINA 8G;0,85;14,00;7891095004812
SUCO PO YOKI ZERO UVA 8G;0,80;9,00;7891095004843
SUCO TROPHY PO UVA 30G;0,65;2,00;7898373241426
AGUA COCO DUCOCO 200ML;2,45;30,00;7896016601972
AGUA COCO DUCOCO ABRE FACIL 330ML;3,79;5,00;7896016602757
BEBIDA LACTEA SANTA CLARA FRUT F.TROPICAL 200ML;1,02;21,00;7896504305405
KAPO ABACAXI 200ML;1,76;9,00;7894900603705
KAPO LARANJA 200ML;1,76;43,00;7894900563702
KAPO MORANGO 200ML;1,76;216,00;7894900583700
SUCO DEL VALLE CX LARANJA 1L;5,99;1,00;7898341430111
SUCO DEL VALLE CX UVA 1,5ML;6,75;4,00;7898341430623
SUCO DEL VALLE PET LIMAO 450ML;1,69;3,00;7894900551051
SUCO DEL VALLE PET UVA 450ML;1,69;14,00;7894900550054
SUCO FRITZ & FRIDA CX UVA 1L;3,75;4,00;7890300435380
SUCO FRUPIC CX GOIABA 1L;3,30;1,00;7898947467047
SUCO FRUPIC CX LARANJA 1L;3,30;1,00;7898947467061
SUCO IZZY CX UVA 1L;3,49;5,00;7896288970738
SUCO MAGUARY CX ABACAXI 1L;3,99;16,00;7896000593979
SUCO MAGUARY CX GOIABA 1L;3,99;17,00;7896000530264
SUCO MAGUARY CX LARANJA 1L;3,99;9,00;7896000530066
SUCO MAGUARY CX MARACUJA 1L;3,99;1,00;7896000530363
SUCO MAGUARY CX MORANGO 1L;3,99;2,00;7896000594198
SUCO MAGUARY CX PESSEGO 1L;3,99;8,00;7896000530530
SUCO MAGUARY CX UVA 1L;3,99;39,00;7896000530325
SUCO SU FRESH CX ABACAXI 1L;4,75;15,00;7898192034056
SUCO SU FRESH CX GOIABA 1L;4,75;24,00;7898192034636
SUCO SU FRESH CX LARANJA 1L;4,75;39,00;7898192032656
SUCO SU FRESH CX MANGA 1L;4,75;6,00;7898192034520
SUCO SU FRESH CX MARACUJA 1L;4,75;28,00;7898192034025
SUCO SU FRESH CX MORANGO 1L;4,75;41,00;7898192031833
SUCO SU FRESH CX PESSEGO 1L;4,75;27,00;7898192030621
SUCO SU FRESH CX UVA 1L;4,75;93,00;7898192030614
SUCO SUFRESH CX UVA LIGHT 1L;3,99;5,00;7898192031123
SUCO TROPHY PET ICE TEA PESSEGO 330ML;2,19;10,00;7898373242263
SUCO TROPHY PET UVA / LIMAO 460ML;1,99;13,00;7898373241297
SUCO TROPHY PET UVA 1L;3,65;3,00;7898373241549
SUCO TROPHY PET UVA 250ML;1,95;9,00;7898373241730
AÇUCAR BAUNILHA KI TEMPER PT 40G;1,60;14,00;7898019680015
ALHO EM PASTA STIVAL 200G;6,51;2,00;7896273903024
AZEITE COCINERO EX.VIRGEM 250ML;9,25;3,00;7790070225580
AZEITE DE OLIVA TONDELA 500ML;11,50;2,00;7898073355751
BICARBONATO DE SODIO FRITZ & FRIDA 100G;1,50;37,00;7890300168608
BICARBONATO DE SODIO KI TEMPER DELETAR;0,00;21,00;7898019680169
CALDO DE CARNE KNORR 57G C/6UN;1,75;6,00;7891150012318
CALDO DE CARNE MAGGI 63G;1,50;42,00;7891000528907
CALDO DE CARNE PARATI CHEF 57G;1,50;2,00;7896011125794
CALDO DE CARNE SAZON 37,5G;1,60;6,00;7891132006373
CALDO DE CARNE SOYA 57G;1,45;6,00;7891300900700
CALDO DE GALINHA FRITZ & FRIDA 19G;0,35;25,00;7890300187098
CALDO DE GALINHA FRITZ & FRIDA 57G;1,10;4,00;7890300187111
CALDO DE GALINHA KNORR 57G C/6UN;1,75;8,00;7894000000275
CALDO DE GALINHA MAGGI 63G;1,50;145,00;7891000528709
CALDO DE GALINHA PARATI CHEF 57G;1,50;8,00;7896011125800
CALDO DE GALINHA SAZON 37,5G;1,60;17,00;7891132006366
CALDO DE GALINHA SOYA 57G;1,45;50,00;7891300900656
CALDO DE LEGUMES MAGGI 63G;1,50;7,00;7891000529201
CALDO DE LEGUMES SAZON 37,5G;1,60;1,00;7891132006380
CANELA MOIDA KI TEMPER PT 26G;1,95;5,00;7898019680046
CANELA RAMA KI TEMPER PT 10G;1,95;12,00;7898019680039
COLORAU KI-TEMPER 100G;1,20;2,00;7898019680237
COLORAU VINOLAR 90G;1,49;5,00;7898409400377
CRAVO DA INDIA KI TEMPER 15G;3,40;11,00;7898019680053
CREME C/ ALHO VINOLAR 250G;5,88;2,00;7898409402661
ERVA DOCE KI TEMPER PT 18G;2,38;6,00;7898019680077
LOURO EM FOLHA KI TEMPER PT 4G;1,40;2,00;7898019681203
MOLHO DE PIMENTA KITANO 150 ML;2,98;2,00;7891095150137
MOLHO INGLES KITANO 150ML;2,96;1,00;7891095150120
OREGANO KI TEMPER PT 5G;1,75;6,00;7898019680091
PIMENTA PRETA MOIDA KI TEMPER PT 23G;1,75;10,00;7898019680114
QUEIJO RALADO FRITZ & FRIDA 50G;2,90;23,00;7890300123867
QUEIJO RALADO KUNZLER 50G;2,35;38,00;7896059800110
SAL AMONIACO FRITZ & FRIDA 80G;1,35;32,00;7890300168622
SAZON ARROZ BRANCO 60G;3,65;8,00;7891132000449
SAZON CARNE VERMELHO 60G;3,65;68,00;7891132019281
SAZON FEIJAO MARRON 60G;3,65;8,00;7891132019724
SAZON FRANGO VERDE 60G;3,65;3,00;7891132019274
SAZON LEGUMES AMARELO 60G;3,65;11,00;7891132019403
SAZON MASSAS LARANJA 60G;3,65;12,00;7891132019717
TEMPERO KITANO COMPLETO 300G;3,68;5,00;7891095605408
TEMPERO KITANO COMPLETO S/PIMENTA 300G;3,68;8,00;7891095605323
TEMPERO KNORR M. ASSADO LIMAO/OREGANO 25G;4,75;3,00;7891150009585
TEMPERO SABOR DO VALE ALHO E SAL 1KG;2,49;7,00;7898939850567
TEMPERO SABOR DO VALE P/GALETO 1KG;2,49;7,00;7898939850369
TEMPERO SABOR DO VALE PT S/PIMENTA 220G;1,65;1,00;7898939850758
TEMPERO SABOR DO VALE S/PIMENTA 1KG;2,49;13,00;7898939850680
TEMPERO SULSABOR CHURRASCAO + AMAC 500G;2,15;4,00;7898903278069
TEMPERO SULSABOR CHURRASCAO ERVAS FINAS 500G;2,15;3,00;7898903278137
TEMPERO SULSABOR COMPLETO C/AMACIANTE 500G;2,15;3,00;7898903278038
TEMPERO SULSABOR COMPLETO C/PIMEMTA 500G;2,15;9,00;7898903278045
TEMPERO SULSABOR COMPLETO S/PIMENTA 500G;2,15;8,00;7898903278021
TEMPERO SULSABOR P/GALETO 500G;2,15;8,00;7898903278441
TEMPERO SULSABOR PT ALHO EM PASTA 200G;3,67;4,00;7898903278397
TEMPERO SULSABOR PT ALHO PURO 200G;3,67;5,00;7898903278014
TEMPERO SULSABOR PT ALHO SAL 230G;1,55;2,00;7898903278175
